ORDER_ID,SUBSCRIBER_ID,STATUS_DATE,STATUS_TIME,STATUS
100037,200095,20230222,150615,COMPLETED
100037,200095,20230222,105326,CREATED
100570,200080,20230222,110421,COMPLETED
100570,200080,20230222,93553,CREATED
100451,200070,20230223,83329,ASSIGNED
100451,200070,20230223,23357,RETURNED
100451,200070,20230222,94323,CREATED
100428,200210,20230222,105421,POOL
100428,200210,20230222,105421,CREATED
100250,200149,20230222,94424,POOL
100250,200149,20230222,94424,CREATED
100376,200163,20230223,81255,ASSIGNED
100376,200163,20230223,74734,RETURNED
100376,200163,20230222,105350,CREATED
100515,200561,20230223,90007,ASSIGNED
100515,200561,20230223,41932,RETURNED
100515,200561,20230222,105443,CREATED
100200,200015,20230221,163816,POOL
100200,200015,20230221,163816,CREATED
100361,200071,20230222,85127,ASSIGNED
100361,200071,20230221,163742,CREATED
100209,200291,20230223,81033,ASSIGNED
100209,200291,20230223,74734,RETURNED
100209,200291,20230222,105635,CREATED
100407,200161,20230221,172458,COMPLETED
100407,200161,20230221,163847,CREATED
100073,200471,20230223,104942,COMPLETED
100073,200471,20230223,23151,RETURNED
100073,200471,20230222,93933,CREATED
100568,200409,20230222,184131,COMPLETED
100568,200409,20230222,170934,RETURNED
100568,200409,20230222,105732,CREATED
100582,200084,20230223,82152,ASSIGNED
100582,200084,20230223,74440,RETURNED
100582,200084,20230222,105746,CREATED
100242,200535,20230222,181953,COMPLETED
100242,200535,20230222,154055,RETURNED
100242,200535,20230222,105716,CREATED
100257,200502,20230222,182715,COMPLETED
100257,200502,20230222,93743,CREATED
100253,200506,20230222,225956,COMPLETED
100253,200506,20230222,154525,RETURNED
100253,200506,20230222,135837,CREATED
100092,200068,20230222,154624,COMPLETED
100092,200068,20230222,95430,CREATED
100561,200275,20230222,134557,COMPLETED
100561,200275,20230222,95502,CREATED
100260,200450,20230223,10900,COMPLETED
100260,200450,20230222,235514,RETURNED
100260,200450,20230222,94240,CREATED
